kingdom,phylum,class,order,family,genus,species,id,db,matched_taxid,url,rank,filename,num_records,seqlength
Eukaryota,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Lagenaria,Lagenaria siceraria,GCA_002890555.2,genbank,3668,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/890/555/GCA_002890555.2_ZAAS_Lsic_2.0/GCA_002890555.2_ZAAS_Lsic_2.0_genomic.fna.gz,species,sequences/GCA_002890555.2_ZAAS_Lsic_2.0.fna.gz,27,297879142
Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Ceratonia,Ceratonia siliqua,GCA_034509205.1,genbank,20340,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/509/205/GCA_034509205.1_ASM3450920v1/GCA_034509205.1_ASM3450920v1_genomic.fna.gz,species,sequences/GCA_034509205.1_ASM3450920v1.fna.gz,99288,477340296
Eukaryota,Chordata,Actinopteri,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus carpio,GCA_027406505.1,genbank,7962,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/406/505/GCA_027406505.1_ASM2740650v1/GCA_027406505.1_ASM2740650v1_genomic.fna.gz,species,sequences/GCA_027406505.1_ASM2740650v1.fna.gz,686,1528040881
Eukaryota,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,Manihot esculenta,GCA_033783085.1,genbank,3983,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/783/085/GCA_033783085.1_ASM3378308v1/GCA_033783085.1_ASM3378308v1_genomic.fna.gz,species,sequences/GCA_033783085.1_ASM3378308v1.fna.gz,299,693957521
Eukaryota,Chordata,Actinopteri,Siluriformes,Ictaluridae,Ictalurus,Ictalurus punctatus,GCA_001660625.3,genbank,7998,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/660/625/GCA_001660625.3_Coco_2.0/GCA_001660625.3_Coco_2.0_genomic.fna.gz,species,sequences/GCA_001660625.3_Coco_2.0.fna.gz,136,842926452
Eukaryota,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Sicyos,Sicyos edulis,GCA_036507275.1,genbank,184140,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/507/275/GCA_036507275.1_ASM3650727v1/GCA_036507275.1_ASM3650727v1_genomic.fna.gz,species,sequences/GCA_036507275.1_ASM3650727v1.fna.gz,103,608211883
Eukaryota,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,Annona cherimola,GCA_035061585.1,genbank,49314,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/061/585/GCA_035061585.1_IHSM_Ache_1.02/GCA_035061585.1_IHSM_Ache_1.02_genomic.fna.gz,species,sequences/GCA_035061585.1_IHSM_Ache_1.02.fna.gz,2051,1137385568
Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia hispanica,GCA_030788125.1,genbank,49212,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/788/125/GCA_030788125.1_TTU_Shispa_1.0/GCA_030788125.1_TTU_Shispa_1.0_genomic.fna.gz,species,sequences/GCA_030788125.1_TTU_Shispa_1.0.fna.gz,154,351989704
Eukaryota,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,GCA_034769275.1,genbank,9031,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/769/275/GCA_034769275.1_CVASU_Gallus_Gallus_GG1F/GCA_034769275.1_CVASU_Gallus_Gallus_GG1F_genomic.fna.gz,species,sequences/GCA_034769275.1_CVASU_Gallus_Gallus_GG1F.fna.gz,130,996221923
Eukaryota,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Castanea,Castanea mollissima,GCA_014183005.1,genbank,60419,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/183/005/GCA_014183005.1_ASM1418300v1/GCA_014183005.1_ASM1418300v1_genomic.fna.gz,species,sequences/GCA_014183005.1_ASM1418300v1.fna.gz,112,688985466
Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Glebionis,Glebionis coronaria,GCA_025667525.1,genbank,99038,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/667/525/GCA_025667525.1_Gcor_v1/GCA_025667525.1_Gcor_v1_genomic.fna.gz,species,sequences/GCA_025667525.1_Gcor_v1.fna.gz,3476,6801056618
Eukaryota,Mollusca,Bivalvia,Cardiida,Cardiidae,Clinocardium,Clinocardium nuttallii,GCA_031471495.1,genbank,410350,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/471/495/GCA_031471495.1_ASM3147149v1/GCA_031471495.1_ASM3147149v1_genomic.fna.gz,species,sequences/GCA_031471495.1_ASM3147149v1.fna.gz,302869,869220304
Eukaryota,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Cocos,Cocos nucifera,GCA_008124465.1,genbank,13894,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/124/465/GCA_008124465.1_ASM812446v1/GCA_008124465.1_ASM812446v1_genomic.fna.gz,species,sequences/GCA_008124465.1_ASM812446v1.fna.gz,111366,2202455121
Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,GCA_031168955.1,genbank,80720,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/168/955/GCA_031168955.1_ASM3116895v1/GCA_031168955.1_ASM3116895v1_genomic.fna.gz,species,sequences/GCA_031168955.1_ASM3116895v1.fna.gz,23,555681083
Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus morhua,GCA_010882105.1,genbank,8049,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/882/105/GCA_010882105.1_gadMor_Celtic/GCA_010882105.1_gadMor_Celtic_genomic.fna.gz,species,sequences/GCA_010882105.1_gadMor_Celtic.fna.gz,1127,684284792
Eukaryota,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus vulgaris,GCA_951406725.2,genbank,6645,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/951/406/725/GCA_951406725.2_xcOctVulg1.2/GCA_951406725.2_xcOctVulg1.2_genomic.fna.gz,species,sequences/GCA_951406725.2_xcOctVulg1.2.fna.gz,227,2800462988
Eukaryota,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus vulgaris,GCA_003957725.1,genbank,6645,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/957/725/GCA_003957725.1_ASM395772v1/GCA_003957725.1_ASM395772v1_genomic.fna.gz,species,sequences/GCA_003957725.1_ASM395772v1.fna.gz,77681,1772957336
Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Brosme,Brosme brosme,GCA_900302425.1,genbank,81638,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/302/425/GCA_900302425.1_ASM90030242v1/GCA_900302425.1_ASM90030242v1_genomic.fna.gz,species,sequences/GCA_900302425.1_ASM90030242v1.fna.gz,114910,412731310
Eukaryota,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas platyrhynchos,GCA_032352815.1,genbank,8839,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/352/815/GCA_032352815.1_NIB_DD/GCA_032352815.1_NIB_DD_genomic.fna.gz,species,sequences/GCA_032352815.1_NIB_DD.fna.gz,176055,1171595292
Eukaryota,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,Metacarcinus magister,GCA_029783475.1,genbank,29965,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/783/475/GCA_029783475.1_ASM2978347v1/GCA_029783475.1_ASM2978347v1_genomic.fna.gz,species,sequences/GCA_029783475.1_ASM2978347v1.fna.gz,2752,730208932
Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Durio,Durio zibethinus,GCA_027921625.1,genbank,66656,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/921/625/GCA_027921625.1_ASM2792162v1/GCA_027921625.1_ASM2792162v1_genomic.fna.gz,species,sequences/GCA_027921625.1_ASM2792162v1.fna.gz,99407,821842455
Eukaryota,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea virginica,GCA_002022765.4,genbank,6565,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/022/765/GCA_002022765.4_C_virginica-3.0/GCA_002022765.4_C_virginica-3.0_genomic.fna.gz,species,sequences/GCA_002022765.4_C_virginica-3.0.fna.gz,10,684723884
Eukaryota,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,Cervus canadensis,GCA_019320065.1,genbank,1574408,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/320/065/GCA_019320065.1_ASM1932006v1/GCA_019320065.1_ASM1932006v1_genomic.fna.gz,species,sequences/GCA_019320065.1_ASM1932006v1.fna.gz,186,2526629436
Eukaryota,Chordata,Aves,Casuariiformes,Dromaiidae,Dromaius,Dromaius novaehollandiae,GCA_036417515.1,genbank,8790,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/417/515/GCA_036417515.1_bDroNov1.hap2/GCA_036417515.1_bDroNov1.hap2_genomic.fna.gz,species,sequences/GCA_036417515.1_bDroNov1.hap2.fna.gz,238,1359162908
Eukaryota,Chordata,Actinopteri,Clupeiformes,Engraulidae,Engraulis,Engraulis encrasicolus,GCA_034702125.1,genbank,184585,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/702/125/GCA_034702125.1_IST_EnEncr_1.0/GCA_034702125.1_IST_EnEncr_1.0_genomic.fna.gz,species,sequences/GCA_034702125.1_IST_EnEncr_1.0.fna.gz,1921,1435183673
Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus maximus,GCA_963854745.1,genbank,52904,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/854/745/GCA_963854745.1_fScoMax1.1/GCA_963854745.1_fScoMax1.1_genomic.fna.gz,species,sequences/GCA_963854745.1_fScoMax1.1.fna.gz,108,550297089
Eukaryota,Streptophyta,Magnoliopsida,Myrtales,Onagraceae,Chamaenerion,Chamaenerion angustifolium,GCA_946814005.1,genbank,13055,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/814/005/GCA_946814005.1_drChaAngu1.1/GCA_946814005.1_drChaAngu1.1_genomic.fna.gz,species,sequences/GCA_946814005.1_drChaAngu1.1.fna.gz,125,656518074
Eukaryota,Streptophyta,Ginkgoopsida,Ginkgoales,Ginkgoaceae,Ginkgo,Ginkgo biloba,GCA_024626585.1,genbank,3311,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/626/585/GCA_024626585.1_ASM2462658v1/GCA_024626585.1_ASM2462658v1_genomic.fna.gz,species,sequences/GCA_024626585.1_ASM2462658v1.fna.gz,265987,2638059399
Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Reinhardtius,Reinhardtius hippoglossoides,GCA_006182925.3,genbank,111784,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/182/925/GCA_006182925.3_UL_REHI_2.0/GCA_006182925.3_UL_REHI_2.0_genomic.fna.gz,species,sequences/GCA_006182925.3_UL_REHI_2.0.fna.gz,1590,598525361
Eukaryota,Chordata,Aves,Galliformes,Numididae,Numida,Numida meleagris,GCA_014595935.1,genbank,8996,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/595/935/GCA_014595935.1_HGFv1/GCA_014595935.1_HGFv1_genomic.fna.gz,species,sequences/GCA_014595935.1_HGFv1.fna.gz,1127,1049889730
Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Melanogrammus,Melanogrammus aeglefinus,GCA_900291075.1,genbank,8056,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/291/075/GCA_900291075.1_MAEA_1/GCA_900291075.1_MAEA_1_genomic.fna.gz,species,sequences/GCA_900291075.1_MAEA_1.fna.gz,8420,652790733
Eukaryota,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus,GCA_036426135.1,genbank,9796,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/426/135/GCA_036426135.1_mEquCab1.pat/GCA_036426135.1_mEquCab1.pat_genomic.fna.gz,species,sequences/GCA_036426135.1_mEquCab1.pat.fna.gz,602,2596737506
Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Moringaceae,Moringa,Moringa oleifera,GCA_021397835.1,genbank,3735,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/397/835/GCA_021397835.1_ASM2139783v1/GCA_021397835.1_ASM2139783v1_genomic.fna.gz,species,sequences/GCA_021397835.1_ASM2139783v1.fna.gz,915,281915053
Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lablab,Lablab purpureus,GCA_034769765.1,genbank,35936,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/769/765/GCA_034769765.1_ASM3476976v1/GCA_034769765.1_ASM3476976v1_genomic.fna.gz,species,sequences/GCA_034769765.1_ASM3476976v1.fna.gz,7670,366384401
Eukaryota,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus,GCA_000350225.2,genbank,2769,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/225/GCA_000350225.2_ASM35022v2/GCA_000350225.2_ASM35022v2_genomic.fna.gz,species,sequences/GCA_000350225.2_ASM35022v2.fna.gz,926,104980420
Eukaryota,Streptophyta,Magnoliopsida,Rosales,Moraceae,Artocarpus,Artocarpus heterophyllus,GCA_025403435.1,genbank,3489,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/403/435/GCA_025403435.1_ASM2540343v1/GCA_025403435.1_ASM2540343v1_genomic.fna.gz,species,sequences/GCA_025403435.1_ASM2540343v1.fna.gz,482,985626975
Eukaryota,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Castanea,Castanea crenata,GCA_020976635.1,genbank,103480,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/976/635/GCA_020976635.1_NIFoS_Ccrenata_1.0/GCA_020976635.1_NIFoS_Ccrenata_1.0_genomic.fna.gz,species,sequences/GCA_020976635.1_NIFoS_Ccrenata_1.0.fna.gz,1567,764977748
Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Helianthus tuberosus,GCA_030545235.1,genbank,4233,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/545/235/GCA_030545235.1_HelTub_1.0/GCA_030545235.1_HelTub_1.0_genomic.fna.gz,species,sequences/GCA_030545235.1_HelTub_1.0.fna.gz,61453,21621108629
Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Corchorus,Corchorus olitorius,GCA_002141455.1,genbank,93759,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/141/455/GCA_002141455.1_Co_S7_2014/GCA_002141455.1_Co_S7_2014_genomic.fna.gz,species,sequences/GCA_002141455.1_Co_S7_2014.fna.gz,52373,377376943
Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium album,GCA_948465745.1,genbank,3559,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/465/745/GCA_948465745.1_dcCheAlbu1.1/GCA_948465745.1_dcCheAlbu1.1_genomic.fna.gz,species,sequences/GCA_948465745.1_dcCheAlbu1.1.fna.gz,158,1594308297
Eukaryota,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,Katharina tunicata,GCA_032466195.1,genbank,34587,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/466/195/GCA_032466195.1_ASM3246619v1/GCA_032466195.1_ASM3246619v1_genomic.fna.gz,species,sequences/GCA_032466195.1_ASM3246619v1.fna.gz,217447,684265396
Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Molva,Molva molva,GCA_900323295.1,genbank,163112,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/323/295/GCA_900323295.1_ASM90032329v1/GCA_900323295.1_ASM90032329v1_genomic.fna.gz,species,sequences/GCA_900323295.1_ASM90032329v1.fna.gz,111875,437480619
Eukaryota,Chordata,Actinopteri,Perciformes,Hexagrammidae,Ophiodon,Ophiodon elongatus,GCA_016806645.1,genbank,225387,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/806/645/GCA_016806645.1_NWFSC_Oelon_r3.mflye/GCA_016806645.1_NWFSC_Oelon_r3.mflye_genomic.fna.gz,species,sequences/GCA_016806645.1_NWFSC_Oelon_r3.mflye.fna.gz,2175,645892281
Eukaryota,Arthropoda,Malacostraca,Decapoda,Nephropidae,Homarus,Homarus americanus,GCA_018991925.1,genbank,6706,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/991/925/GCA_018991925.1_GMGI_Hamer_2.0/GCA_018991925.1_GMGI_Hamer_2.0_genomic.fna.gz,species,sequences/GCA_018991925.1_GMGI_Hamer_2.0.fna.gz,47245,2292059586
Eukaryota,Streptophyta,Magnoliopsida,Proteales,Nelumbonaceae,Nelumbo,Nelumbo nucifera,GCA_014319735.1,genbank,4432,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/319/735/GCA_014319735.1_ASM1431973v1/GCA_014319735.1_ASM1431973v1_genomic.fna.gz,species,sequences/GCA_014319735.1_ASM1431973v1.fna.gz,464,821286254
Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus albus,GCA_010261695.1,genbank,3870,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/261/695/GCA_010261695.1_La_Amiga3.1/GCA_010261695.1_La_Amiga3.1_genomic.fna.gz,species,sequences/GCA_010261695.1_La_Amiga3.1.fna.gz,1580,558896430
Eukaryota,Chordata,Actinopteri,Gonorynchiformes,Chanidae,Chanos,Chanos chanos,GCA_902362175.1,genbank,29144,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/362/175/GCA_902362175.1_fChaCha1.1_alternate_haplotype/GCA_902362175.1_fChaCha1.1_alternate_haplotype_genomic.fna.gz,species,sequences/GCA_902362175.1_fChaCha1.1_alternate_haplotype.fna.gz,1937,637484823
Eukaryota,Chordata,Actinopteri,Lophiiformes,Lophiidae,Lophius,Lophius piscatorius,GCA_009660295.1,genbank,8074,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/660/295/GCA_009660295.1_BF2_Nord/GCA_009660295.1_BF2_Nord_genomic.fna.gz,species,sequences/GCA_009660295.1_BF2_Nord.fna.gz,87398,747363853
Eukaryota,Chordata,Actinopteri,Mugiliformes,Mugilidae,Mugil,Mugil cephalus,GCA_022458985.1,genbank,48193,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/458/985/GCA_022458985.1_CIBA_Mcephalus_1.1/GCA_022458985.1_CIBA_Mcephalus_1.1_genomic.fna.gz,species,sequences/GCA_022458985.1_CIBA_Mcephalus_1.1.fna.gz,25,634866498
Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Sinapis,Sinapis alba,GCA_012274485.2,genbank,3728,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/274/485/GCA_012274485.2_S.alba_v1/GCA_012274485.2_S.alba_v1_genomic.fna.gz,species,sequences/GCA_012274485.2_S.alba_v1.fna.gz,12410,449668332
Eukaryota,Mollusca,Cephalopoda,Octopoda,Octopodidae,Enteroctopus,Enteroctopus dofleini,GCA_027564315.1,genbank,267067,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/315/GCA_027564315.1_ASM2756431v1/GCA_027564315.1_ASM2756431v1_genomic.fna.gz,species,sequences/GCA_027564315.1_ASM2756431v1.fna.gz,569232,743946058
Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Abelmoschus,Abelmoschus esculentus,GCA_035048815.1,genbank,455045,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/048/815/GCA_035048815.1_WUR_AEscu_1/GCA_035048815.1_WUR_AEscu_1_genomic.fna.gz,species,sequences/GCA_035048815.1_WUR_AEscu_1.fna.gz,78,1194595883
Eukaryota,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,Struthio camelus,GCA_000698965.1,genbank,8801,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/698/965/GCA_000698965.1_ASM69896v1/GCA_000698965.1_ASM69896v1_genomic.fna.gz,species,sequences/GCA_000698965.1_ASM69896v1.fna.gz,6914,1225025301
Eukaryota,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea gigas,GCA_025765685.3,genbank,29159,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/765/685/GCA_025765685.3_ASM2576568v3/GCA_025765685.3_ASM2576568v3_genomic.fna.gz,species,sequences/GCA_025765685.3_ASM2576568v3.fna.gz,88,606372393
Eukaryota,Chordata,Aves,Anseriformes,Anatidae,Melanitta,Melanitta fusca,GCA_029620185.1,genbank,371864,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/620/185/GCA_029620185.1_ASM2962018v1/GCA_029620185.1_ASM2962018v1_genomic.fna.gz,species,sequences/GCA_029620185.1_ASM2962018v1.fna.gz,11736,1152187352
Eukaryota,Chordata,Aves,Galliformes,Phasianidae,Phasianus,Phasianus colchicus,GCA_015227605.1,genbank,9054,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/227/605/GCA_015227605.1_ASM1522760v1/GCA_015227605.1_ASM1522760v1_genomic.fna.gz,species,sequences/GCA_015227605.1_ASM1522760v1.fna.gz,589,988730982
Eukaryota,Chordata,Actinopteri,Esociformes,Esocidae,Esox,Esox lucius,GCA_011004845.1,genbank,8010,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/004/845/GCA_011004845.1_fEsoLuc1.pri/GCA_011004845.1_fEsoLuc1.pri_genomic.fna.gz,species,sequences/GCA_011004845.1_fEsoLuc1.pri.fna.gz,53,918749000
Eukaryota,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,Eugenia uniflora,GCA_004012085.1,genbank,119951,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/012/085/GCA_004012085.1_ASM401208v1/GCA_004012085.1_ASM401208v1_genomic.fna.gz,species,sequences/GCA_004012085.1_ASM401208v1.fna.gz,2601,3152134
Eukaryota,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,Papaver somniferum,GCA_010119955.1,genbank,3469,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/119/955/GCA_010119955.1_ASM1011995v1/GCA_010119955.1_ASM1011995v1_genomic.fna.gz,species,sequences/GCA_010119955.1_ASM1011995v1.fna.gz,1,190070007
Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Chenopodium,Chenopodium quinoa,GCA_021164245.1,genbank,63459,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/164/245/GCA_021164245.1_ASM2116424v1/GCA_021164245.1_ASM2116424v1_genomic.fna.gz,species,sequences/GCA_021164245.1_ASM2116424v1.fna.gz,5682,1314532305
Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus mykiss,GCA_034753235.1,genbank,8022,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/753/235/GCA_034753235.1_USDA_OmykKC_1.0/GCA_034753235.1_USDA_OmykKC_1.0_genomic.fna.gz,species,sequences/GCA_034753235.1_USDA_OmykKC_1.0.fna.gz,2072,2327588847
Eukaryota,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium jambos,GCA_031216235.1,genbank,334483,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/216/235/GCA_031216235.1_ASM3121623v1/GCA_031216235.1_ASM3121623v1_genomic.fna.gz,species,sequences/GCA_031216235.1_ASM3121623v1.fna.gz,117,426159599
Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,Hibiscus sabdariffa,GCA_026873805.1,genbank,183260,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/873/805/GCA_026873805.1_ASM2687380v1/GCA_026873805.1_ASM2687380v1_genomic.fna.gz,species,sequences/GCA_026873805.1_ASM2687380v1.fna.gz,545027,203051200
Eukaryota,Chordata,Actinopteri,Trachichthyiformes,Trachichthyidae,Hoplostethus,Hoplostethus atlanticus,GCA_900660355.1,genbank,96778,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/660/355/GCA_900660355.1_Hoplostethus_atlanticus_assembly/GCA_900660355.1_Hoplostethus_atlanticus_assembly_genomic.fna.gz,species,sequences/GCA_900660355.1_Hoplostethus_atlanticus_assembly.fna.gz,58279,520173038
Eukaryota,Chordata,Actinopteri,Perciformes,Anoplopomatidae,Anoplopoma,Anoplopoma fimbria,GCA_027596085.2,genbank,229290,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/596/085/GCA_027596085.2_Afim_UVic_2022/GCA_027596085.2_Afim_UVic_2022_genomic.fna.gz,species,sequences/GCA_027596085.2_Afim_UVic_2022.fna.gz,7493,653543715
Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha,GCA_021184085.1,genbank,8017,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/184/085/GCA_021184085.1_OgorEven_v1.0/GCA_021184085.1_OgorEven_v1.0_genomic.fna.gz,species,sequences/GCA_021184085.1_OgorEven_v1.0.fna.gz,19027,2690266878
Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta,GCA_023373465.1,genbank,8018,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/373/465/GCA_023373465.1_Oket_V2/GCA_023373465.1_Oket_V2_genomic.fna.gz,species,sequences/GCA_023373465.1_Oket_V2.fna.gz,14074,2556461070
Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,GCA_002021735.2,genbank,8019,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/021/735/GCA_002021735.2_Okis_V2/GCA_002021735.2_Okis_V2_genomic.fna.gz,species,sequences/GCA_002021735.2_Okis_V2.fna.gz,4087,2375911594
Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka,GCA_034236695.1,genbank,8023,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/236/695/GCA_034236695.1_Oner_Uvic_2.0/GCA_034236695.1_Oner_Uvic_2.0_genomic.fna.gz,species,sequences/GCA_034236695.1_Oner_Uvic_2.0.fna.gz,11377,2645619652
Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,GCA_018296145.1,genbank,74940,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/296/145/GCA_018296145.1_Otsh_v2.0/GCA_018296145.1_Otsh_v2.0_genomic.fna.gz,species,sequences/GCA_018296145.1_Otsh_v2.0.fna.gz,7664,2294842546
Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar,GCA_923944775.2,genbank,8030,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/923/944/775/GCA_923944775.2_NASsal_v2.1/GCA_923944775.2_NASsal_v2.1_genomic.fna.gz,species,sequences/GCA_923944775.2_NASsal_v2.1.fna.gz,2653,2624445891
