orig_taxid,kingdom,phylum,class,order,family,genus,species,id,db,matched_taxid,url,rank
191066,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Empetrum,Empetrum nigrum,2204566880,nucleotide,191066,,species
32224,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Eriobotrya,Eriobotrya japonica,1775179419,nucleotide,32224,,species
32224,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Eriobotrya,Eriobotrya japonica,1778128704,nucleotide,32224,,species
32224,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Eriobotrya,Eriobotrya japonica,2211525419,nucleotide,32224,,species
32224,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Eriobotrya,Eriobotrya japonica,1184802468,nucleotide,32224,,species
32224,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Eriobotrya,Eriobotrya japonica,1777399859,nucleotide,32224,,species
32224,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Eriobotrya,Eriobotrya japonica,2211525164,nucleotide,32224,,species
32224,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Eriobotrya,Eriobotrya japonica,2211525334,nucleotide,32224,,species
32224,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Eriobotrya,Eriobotrya japonica,2211525504,nucleotide,32224,,species
32224,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Eriobotrya,Eriobotrya japonica,2211525249,nucleotide,32224,,species
32224,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Eriobotrya,Eriobotrya japonica,2211525674,nucleotide,32224,,species
32224,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Eriobotrya,Eriobotrya japonica,1021312682,nucleotide,32224,,species
32224,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Eriobotrya,Eriobotrya japonica,1197509436,nucleotide,32224,,species
32224,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Eriobotrya,Eriobotrya japonica,1905315264,nucleotide,32224,,species
32224,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Eriobotrya,Eriobotrya japonica,2438308780,nucleotide,32224,,species
32224,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Eriobotrya,Eriobotrya japonica,2316638622,nucleotide,32224,,species
32224,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Eriobotrya,Eriobotrya japonica,2689414721,nucleotide,32224,,species
39324,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Dracocephalum,Dracocephalum officinale,2288453929,nucleotide,39324,,species
39324,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Dracocephalum,Dracocephalum officinale,2301267032,nucleotide,39324,,species
124778,Eukaryota,Streptophyta,Magnoliopsida,Austrobaileyales,Schisandraceae,Illicium,Illicium verum,1184801689,nucleotide,124778,,species
124778,Eukaryota,Streptophyta,Magnoliopsida,Austrobaileyales,Schisandraceae,Illicium,Illicium verum,1198028214,nucleotide,124778,,species
124778,Eukaryota,Streptophyta,Magnoliopsida,Austrobaileyales,Schisandraceae,Illicium,Illicium verum,2615502801,nucleotide,124778,,species
124778,Eukaryota,Streptophyta,Magnoliopsida,Austrobaileyales,Schisandraceae,Illicium,Illicium verum,2307845681,nucleotide,124778,,species
124778,Eukaryota,Streptophyta,Magnoliopsida,Austrobaileyales,Schisandraceae,Illicium,Illicium verum,2474788924,nucleotide,124778,,species
85223,Eukaryota,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Laurus,Laurus nobilis,2050198413,nucleotide,85223,,species
85223,Eukaryota,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Laurus,Laurus nobilis,2288447332,nucleotide,85223,,species
85223,Eukaryota,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Laurus,Laurus nobilis,2288453427,nucleotide,85223,,species
85223,Eukaryota,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Laurus,Laurus nobilis,1184803061,nucleotide,85223,,species
85223,Eukaryota,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Laurus,Laurus nobilis,1198020560,nucleotide,85223,,species
3864,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lens,Lens culinaris,2121832182,nucleotide,3864,,species
3864,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lens,Lens culinaris,545690117,nucleotide,3864,,species
3864,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lens,Lens culinaris,675298423,nucleotide,3864,,species
3864,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lens,Lens culinaris,827045178,nucleotide,3864,,species
48042,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Levisticum,Levisticum officinale,2052616418,nucleotide,48042,,species
127986,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Matricaria,Matricaria chamomilla,2579741312,nucleotide,98504,,species
127986,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Matricaria,Matricaria chamomilla,2326927233,nucleotide,98504,,species
127986,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Matricaria,Matricaria chamomilla,2386962162,nucleotide,98504,,species
127986,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Matricaria,Matricaria chamomilla,2288455857,nucleotide,98504,,species
39338,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Melissa,Melissa officinalis,2288452391,nucleotide,39338,,species
39338,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Melissa,Melissa officinalis,2301266684,nucleotide,39338,,species
36616,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Mespilus,Mespilus germanica,1768908616,nucleotide,36616,,species
36616,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Mespilus,Mespilus germanica,2316638644,nucleotide,36616,,species
51089,Eukaryota,Streptophyta,Magnoliopsida,Magnoliales,Myristicaceae,Myristica,Myristica fragrans,2063316968,nucleotide,51089,,species
51089,Eukaryota,Streptophyta,Magnoliopsida,Magnoliales,Myristicaceae,Myristica,Myristica fragrans,2312653656,nucleotide,51089,,species
51089,Eukaryota,Streptophyta,Magnoliopsida,Magnoliales,Myristicaceae,Myristica,Myristica fragrans,2186054514,nucleotide,51089,,species
51089,Eukaryota,Streptophyta,Magnoliopsida,Magnoliales,Myristicaceae,Myristica,Myristica fragrans,2192932934,nucleotide,51089,,species
268884,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum majorana,2046217349,nucleotide,268884,,species
39352,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum vulgare,410176134,nucleotide,39352,,species
39352,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum vulgare,2288450607,nucleotide,39352,,species
39352,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum vulgare,2288447531,nucleotide,39352,,species
39352,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum vulgare,2288455653,nucleotide,39352,,species
39352,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum vulgare,2288456575,nucleotide,39352,,species
39352,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Origanum,Origanum vulgare,2288454031,nucleotide,39352,,species
4041,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pastinaca,Pastinaca sativa,2052617295,nucleotide,4041,,species
4043,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Petroselinum,Petroselinum crispum,302025089,nucleotide,4043,,species
4043,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Petroselinum,Petroselinum crispum,340034260,nucleotide,4043,,species
4043,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Petroselinum,Petroselinum crispum,2288456271,nucleotide,4043,,species
78511,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes nigrum,2565320436,nucleotide,78511,,species
78511,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes nigrum,2577881370,nucleotide,78511,,species
78511,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes nigrum,2517670290,nucleotide,78511,,species
78511,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes nigrum,2530892326,nucleotide,78511,,species
78511,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes nigrum,2557276150,nucleotide,78511,,species
175228,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes rubrum,2517670203,nucleotide,175228,,species
175228,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes rubrum,2530892239,nucleotide,175228,,species
175228,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes rubrum,2557276063,nucleotide,175228,,species
135518,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes uva-crispa,2517670116,nucleotide,135518,,species
135518,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes uva-crispa,2530892152,nucleotide,135518,,species
135518,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes uva-crispa,2557276236,nucleotide,135518,,species
135518,Eukaryota,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes uva-crispa,2177180930,nucleotide,135518,,species
41241,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex acetosa,1611804892,nucleotide,41241,,species
41241,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex acetosa,1678640689,nucleotide,41241,,species
41241,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex acetosa,2282745924,nucleotide,41241,,species
41241,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex acetosa,523582284,nucleotide,41241,,species
41241,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex acetosa,2204566859,nucleotide,41241,,species
49988,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja montana,2288455107,nucleotide,49988,,species
49988,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja montana,2288452493,nucleotide,49988,,species
49988,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja,Satureja montana,2301266772,nucleotide,49988,,species
36599,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,Sorbus aucuparia,2264350922,nucleotide,36599,,species
36599,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,Sorbus aucuparia,1899342717,nucleotide,36599,,species
36599,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,Sorbus aucuparia,1980532868,nucleotide,36599,,species
36599,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,Sorbus aucuparia,2638420984,nucleotide,36599,,species
36599,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,Sorbus aucuparia,1980532720,nucleotide,36599,,species
36599,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,Sorbus aucuparia,2067774893,nucleotide,36599,,species
36599,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,Sorbus aucuparia,2326043618,nucleotide,36599,,species
36599,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,Sorbus aucuparia,2638418117,nucleotide,36599,,species
36599,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,Sorbus aucuparia,2638422442,nucleotide,36599,,species
36599,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,Sorbus aucuparia,2264352441,nucleotide,36599,,species
36599,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,Sorbus aucuparia,2150810768,nucleotide,36599,,species
58860,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Tamarindus,Tamarindus indica,1755135605,nucleotide,58860,,species
58860,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Tamarindus,Tamarindus indica,1770689450,nucleotide,58860,,species
58860,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Tamarindus,Tamarindus indica,627758095,nucleotide,58860,,species
58860,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Tamarindus,Tamarindus indica,772657308,nucleotide,58860,,species
58860,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Tamarindus,Tamarindus indica,1827865672,nucleotide,58860,,species
50225,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum officinale,2243422544,nucleotide,50225,,species
50225,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum officinale,1047609619,nucleotide,50225,,species
50225,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum officinale,1052487317,nucleotide,50225,,species
50225,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum officinale,2288451211,nucleotide,50225,,species
50225,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum officinale,1096244519,nucleotide,50225,,species
50225,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum officinale,1216559678,nucleotide,50225,,species
50225,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum officinale,1803079932,nucleotide,50225,,species
50225,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum officinale,2007479368,nucleotide,50225,,species
50225,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum officinale,2679039447,nucleotide,50225,,species
50225,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum officinale,2007479365,nucleotide,50225,,species
50225,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum officinale,2679039444,nucleotide,50225,,species
50225,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum officinale,1216559679,nucleotide,50225,,species
50225,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,Taraxacum officinale,1803079931,nucleotide,50225,,species
78534,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trigonella,Trigonella foenum-graecum,2441951786,nucleotide,78534,,species
78534,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trigonella,Trigonella foenum-graecum,2459369467,nucleotide,78534,,species
78534,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trigonella,Trigonella foenum-graecum,1635475874,nucleotide,78534,,species
78534,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trigonella,Trigonella foenum-graecum,1693297053,nucleotide,78534,,species
78534,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trigonella,Trigonella foenum-graecum,2441951820,nucleotide,78534,,species
78534,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Trigonella,Trigonella foenum-graecum,1832296611,nucleotide,78534,,species
202634,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Capparaceae,Crateva,Crateva religiosa,2463122125,nucleotide,202634,,species
202634,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Capparaceae,Crateva,Crateva religiosa,2476388775,nucleotide,202634,,species
375272,Eukaryota,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Pimenta,Pimenta dioica,1184801267,nucleotide,375272,,species
375272,Eukaryota,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Pimenta,Pimenta dioica,1198020126,nucleotide,375272,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,146160759,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,156765953,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236282,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235260,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235274,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235288,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235302,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235316,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235330,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235344,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235358,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235372,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235386,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235400,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235414,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235428,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235442,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235456,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235470,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235484,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235498,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235512,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235526,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235540,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235554,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235568,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235582,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235596,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235610,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235624,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235638,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235652,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235666,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235680,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235694,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235708,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235722,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235736,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235750,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235764,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235778,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235792,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235806,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235820,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235834,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235848,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235862,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235876,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235890,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235904,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235918,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235932,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235946,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235960,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235974,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188235988,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236002,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236016,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236030,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236044,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236058,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236072,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236086,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236100,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236128,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236142,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236156,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236170,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236184,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236198,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236212,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236226,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236240,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236254,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236296,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236310,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236324,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236338,nucleotide,8204,,species
8204,Eukaryota,Chordata,Actinopteri,Perciformes,Anarhichadidae,Anarhichas,Anarhichas lupus,1188236352,nucleotide,8204,,species
